sample_id,price
58392,22.99
167175,5.49
43595,6.0
117215,34.49
61225,5.98
138574,44.99
35944,0.4599999999999999
18021,52.41
138309,15.09
284909,4.140000000000001
269566,17.98
112102,51.48
78976,85.99
208796,5.99
88364,24.49
109707,11.965
21330,5.99
225685,24.49
206083,11.99
23013,5.99
16302,14.7
104396,2.12
253977,23.355
113867,64.95
213055,17.5
9763,74.41
286228,3.69
1851,50.1
176937,16.99
283564,6.74
281985,2.09
147837,86.43
4652,27.495
24679,9.99
247609,69.98
141206,79.95
80013,4.93
254076,26.17
220417,23.06
89838,1.99
94126,8.29
45969,9.99
229858,9.14
225952,6.99
133980,26.8
113811,39.9
85573,6.35
280961,11.815
135584,48.99
227396,7.84
39891,37.25
248397,13.97
233044,26.465
49826,20.89
136897,14.64
110672,9.49
234589,6.94
32565,17.95
284914,7.195
8566,29.99
106343,14.35
260161,11.495
292485,23.87
190188,10.045
252833,9.79
216271,12.99
42236,52.68
204114,14.49
231156,59.94
201383,11.99
98075,15.25
194713,9.59
264516,8.99
22749,31.16
144095,117.49
168201,10.08
26456,31.51
250785,19.37
287332,3.59
235685,34.99
41605,75.21
103477,3.73
11741,13.19
296865,6.19
232780,38.95
78646,3.395
140201,6.930000000000001
178408,109.16
206635,36.48
50474,11.49
213546,7.59
105655,6.54
128116,15.32
270722,10.5
20607,38.84
34549,14.99
57567,20.97
72781,26.95
44024,25.97
85382,5.715
125701,28.48
41501,2.4400000000000004
216620,66.99
90975,25.93
192193,15.27
276721,2.84
66376,35.99
266062,6.0
163424,21.9
59943,16.99
5631,83.74
295477,53.99
79462,7.0
249398,13.99
128048,6.29
231971,29.84
200294,23.99
166954,3.98
127076,5.805
90763,14.95
241666,9.99
295821,4.36
53014,8.29
244630,99.975
213293,7.99
172442,3.54
124259,39.49
96929,6.49
65877,14.24
73246,11.99
262928,10.59
189090,7.76
14043,52.28
253030,5.99
193830,59.99
31416,0.94
278758,8.8
40333,103.345
17316,17.95
33735,0.55
297566,1.36
109850,37.19
74695,17.86
156330,25.24
161382,11.25
275209,4.19
264288,27.54
276504,9.96
271647,32.48
191295,4.140000000000001
180613,31.99
269949,59.99
45366,14.78
129685,7.51
287463,9.95
176921,8.89
240977,7.95
197433,12.49
128765,17.99
249308,14.99
248302,23.99
250472,57.94
209084,130.99
45112,7.24
123550,49.95
25028,8.0
108670,42.38
140209,5.08
293070,3.24
234234,3.99
13664,59.95
189197,4.49
110801,14.57
44255,7.07
96458,14.525
264442,23.23
223986,20.61
288226,25.24
222371,20.76
58879,16.165
173307,30.385
94777,1.48
165777,12.41
276480,5.35
232190,13.23
25253,32.925
46693,21.72
75960,3.29
68502,8.89
119643,17.29
81061,19.97
19101,26.52
179464,10.12
102785,20.0
53068,35.91
14175,7.91
147913,59.48
174080,18.99
283689,5.99
9762,48.995000000000005
31292,1.66
217694,10.49
94562,3.59
75925,53.09
220502,2.38
297483,11.12
141218,9.32
297578,5.94
90969,0.98
83540,10.79
270518,7.49
149615,14.39
128413,6.029999999999999
11388,24.95
150598,14.195
123019,8.99
120800,9.99
215679,19.95
30,24.99
147368,56.37
225659,5.44
132597,5.49
63093,6.69
7631,23.49
113024,17.95
108520,16.07
204501,6.5
66359,75.0
144211,47.49
141053,15.58
56966,21.0
143928,16.77
239754,33.79
79895,5.38
110366,24.99
3439,7.99
190156,10.99
162490,47.99
77274,4.44
282101,13.5
110396,11.56
190794,15.0
223559,12.88
268571,5.49
94469,4.99
7298,7.18
102298,46.23
88711,12.89
235244,31.3
41847,9.99
240347,15.99
22082,22.99
295015,4.09
80361,11.005
118572,17.259999999999998
46473,45.99
176919,24.99
38093,4.31
38019,43.01499999999999
24625,9.98
227539,17.98
121606,39.9
121709,39.99
197164,2.455
250689,45.49
30768,3.29
9914,60.97
249522,1.34
16724,36.355
227616,37.61
144305,56.01
154344,28.14
282021,11.78
261271,7.99
190344,7.44
33877,18.59
5021,4.29
63922,3.41
232121,29.47
219185,5.74
153500,1.99
228721,26.49
196668,48.67
172521,15.99
256763,34.99
211822,8.99
128534,30.05
77801,62.98
94061,2.59
75850,36.24
130472,17.6
15516,29.99
260499,31.315
222009,9.0
132281,3.98
98126,35.99
286618,39.62
73659,3.39
58493,2.4
236353,24.99
128887,31.93
294763,5.99
3492,23.72
295832,3.36
72262,11.95
207438,20.55
272275,1.79
35929,3.09
89675,67.98
36801,27.255000000000003
296986,74.99
267689,24.29
296679,19.74
178598,10.985
84263,9.82
177087,21.26
244960,3.19
157698,39.97
122162,20.49
234672,34.91
171451,3.79
107410,16.88
267023,41.25
152601,36.97
229009,4.49
250067,55.77
264310,1.79
262275,9.14
275479,8.49
176896,18.85
251076,13.58
61302,88.61
90951,19.85
280108,20.97
267467,69.235
53781,3.88
195712,123.86
240350,4.49
137481,11.97
57491,41.99
224468,25.485
207851,13.99
295127,2.185
101753,25.185
152722,47.9
68361,49.99
162081,7.48
181577,9.75
61605,1.825
240445,3.47
42602,11.44
120033,19.6
173926,2.585
215439,1.59
4399,48.99
109416,11.9
136783,8.26
243479,19.99
127741,1.99
295223,13.49
176288,2.19
282759,18.79
16378,5.68
114756,5.12
86725,15.5
293203,12.99
217941,5.79
91977,18.49
124531,17.99
291277,8.365
169392,4.98
14395,52.99
270319,5.49
22876,5.485
157263,121.97
42907,2.79
95635,15.97
83569,12.25
25518,1.565
181146,9.84
23417,22.76
165925,16.79
229059,44.99
63863,74.99
297537,18.95
229118,5.57
135706,31.98
298780,4.24
291367,28.99
122999,9.4
246526,79.97
71400,26.14
296578,33.54
2141,46.8
185080,13.86
222241,5.359999999999999
205452,10.0
193279,27.0
257584,20.19
262206,43.87
251808,37.93
241620,4.67
93698,12.99
174322,2.86
22570,14.99
193444,8.19
187798,26.58
153098,35.99
224922,6.58
295372,10.0
235649,15.99
122199,13.49
64867,25.14
135296,13.9
99832,11.99
44970,4.75
30755,39.89
224615,15.68
135052,9.29
69330,2.78
246894,26.19
31151,8.97
258968,5.99
118023,84.99
143325,12.49
193906,78.66
76272,48.24
150486,5.99
281882,3.49
173057,8.165
6720,31.99
22122,15.34
223361,20.95
72959,4.3100000000000005
273429,1.36
171049,36.99
73545,6.57
185850,6.99
265175,7.59
201908,35.0
81027,9.215
281877,9.95
117778,9.99
277041,17.73
23139,3.28
53942,24.45
56478,7.79
227570,29.0
5807,14.89
243798,7.95
94975,5.48
151919,21.34
22233,16.99
231007,20.49
149532,29.41
114611,1.79
137623,3.32
75294,3.59
217913,25.99
152907,6.34
106130,15.75
10708,14.99
38480,41.11
195822,63.59
194829,4.19
23937,11.735
185799,4.49
270857,22.99
66238,26.495
82956,10.0
113761,6.03
204836,8.485
96275,13.5
7135,74.60499999999999
118705,54.99
170026,3.94
146748,27.61
31273,11.5
162990,35.0
102194,31.49
52099,59.95
182694,1.975
259750,20.94
206504,36.48
235202,32.99
168363,3.655
230355,89.99
61156,26.47
790,16.98
222032,43.0
1202,33.7
54928,2.37
148590,44.95
140645,19.79
165182,18.93
50590,44.01
299188,3.28
183616,5.29
70554,4.26
257214,68.15
292934,3.805
69951,103.37
198743,34.99
163067,6.98
200234,109.98
31378,10.98
101279,5.73
62491,7.245
186805,41.75
166682,28.9
87411,18.99
230508,29.99
83596,9.99
259648,5.19
93515,13.97
209397,32.99
256641,10.03
238416,34.99
217963,10.49
285489,2.74
264554,11.37
205590,57.99
295381,51.85
111400,9.49
19202,19.6
230272,33.37
229494,15.99
281133,14.0
282150,2.99
277606,48.715
17600,22.92
281069,11.59
262833,10.485
94901,22.64
279871,4.49
109683,26.99
232864,12.95
63243,11.99
184352,10.695
114745,26.94
117951,4.49
71425,1.29
129708,2.99
25380,38.73
249996,21.47
56304,23.99
68319,26.26
121474,3.79
260680,7.78
165178,48.96
262737,23.75
120195,23.99
27972,5.99
2276,80.86
52551,10.105
161088,142.19
278783,87.56
166463,56.4
167981,1.09
274851,124.98
79116,24.44
286328,3.04
34896,6.58
222416,49.99
133176,13.94
288459,16.74
108587,8.99
145630,35.63
92989,13.245
175417,42.26
267319,46.88
5770,14.49
50398,8.49
222920,29.98
166871,18.48
259992,75.99
53996,39.95
169997,13.54
172842,6.4
114027,12.99
176716,12.385
217748,17.58
125578,5.99
7972,48.63
118468,39.77
67797,34.975
91957,32.99
95655,34.77
287383,4.19
206423,47.98
240047,5.4350000000000005
155622,19.68
241555,9.24
117045,11.99
17196,23.99
238203,12.79
14773,28.38
27896,2.59
127555,1.5
259366,32.0
139238,12.93
249418,18.85
30479,16.485
55032,7.98
97966,18.435
98213,14.24
233024,22.0
234536,34.99
16688,17.4
181294,18.99
107954,2.79
190310,27.01
36341,2.055
189687,19.98
123788,9.49
25824,28.94
236877,11.82
136381,6.49
37760,22.22
68561,55.99
184682,6.185
16420,3.135
189332,16.985
164413,2.69
255820,64.24
47871,10.78
76464,1.61
154204,23.0
244129,74.99
111528,12.73
205938,2.33
233919,26.46
150441,19.55
202649,19.99
144481,16.99
293773,21.635
23346,12.97
162205,2.99
183360,10.47
288843,8.68
276493,2.785
151106,5.19
4883,54.74
137721,14.99
163287,24.245
246080,93.09
144388,55.93
186501,9.17
91875,8.55
15349,23.99
196684,42.19
64938,9.99
146686,53.01
257388,10.41
236341,14.95
221357,1.58
104715,41.98
283654,4.44
2374,117.49
278998,4.0
125393,10.0
82959,4.140000000000001
179726,18.99
296917,34.28
35190,5.88
211268,11.545
167643,10.88
264215,10.485
273498,9.5
75591,5.925000000000001
20854,36.06
172202,12.0
15538,14.5
109041,14.99
217588,57.99
187745,14.39
189255,1.18
179679,4.0
142099,128.44
179389,39.49
228445,17.455
155105,23.32
24125,16.335
230928,9.99
62981,31.99
89951,5.22
179216,8.9
206999,7.49
282167,1.69
194196,15.42
121798,152.08
188046,37.99
47536,25.56
255078,80.65
163572,3.555
151849,1.33
134715,12.735
172877,6.72
7528,19.73
91381,28.88
211311,84.99
107503,9.49
105266,7.99
919,26.96
193615,60.03
124523,49.9
256461,3.69
135379,7.49
145940,29.41
109842,11.49
66220,5.59
125739,56.98
205114,33.69
283454,1.89
115895,16.59
206303,2.69
285089,8.98
234414,106.31
228007,20.0
154707,21.93
192826,3.29
246087,9.99
120022,27.98
256118,47.8
200310,4.99
259660,24.445
54200,13.94
55544,3.98
164296,0.99
263878,2.99
240564,12.78
34250,10.495
75017,9.95
37057,55.31999999999999
169690,1.89
176707,6.155
175108,7.49
45782,9.55
12750,129.99
156293,15.95
26226,2.18
14724,11.14
224144,7.0
206409,47.98
234505,10.989999999999998
239775,13.545
157466,64.95
170410,5.985
138225,7.95
60830,14.99
84223,5.97
203672,19.99
124852,16.69
183488,5.29
148279,141.62
186031,9.96
275499,4.0
21564,18.9
88119,24.81
161702,241.86
274124,2.59
291563,17.49
138547,69.64
267364,10.43
85064,11.38
162551,95.03
206062,5.49
10474,1.185
73122,14.99
262417,1.24
240297,7.49
108828,18.99
9700,8.245000000000001
217931,47.99
95766,17.560000000000002
122010,32.0
112462,20.97
212623,7.99
153269,9.2
47104,10.485
131084,15.9
53465,29.085
10144,21.99
213633,9.44
13677,1.97
87143,5.49
263486,9.98
156787,113.31
225070,5.49
46913,4.035
298119,20.79
68001,18.99
203977,89.99
197921,52.760000000000005
292874,33.12
145261,86.43
179950,12.25
215977,20.28
147949,46.89
24183,4.98
44284,16.67
151330,117.93
122133,7.5
49527,10.99
248544,79.99
168627,11.925
32493,6.48
101172,14.99
50658,14.99
26144,11.37
68631,18.19
165607,2.05
271779,14.48
284178,2.06
114342,25.94
32429,18.99
183847,2.26
9135,11.99
186480,87.975
234972,18.99
103198,39.99
297128,16.805
132261,13.63
196608,54.96
205224,19.45
33963,11.65
148303,3.87
106674,3.285
117799,6.09
37191,4.0
79357,0.975
128590,5.48
298365,25.99
49985,2.555
13310,5.77
91961,27.95
32834,59.11
183499,19.63
250935,13.32
62215,4.09
268020,6.1
133194,15.5
90097,8.29
1005,12.99
216066,52.99
275519,29.99
98333,12.98
182222,333.27
209481,30.0
60512,2.5
285397,5.97
32180,4.79
65132,15.49
41527,4.61
18911,22.17
192135,50.05
189262,44.42
278119,5.44
2181,97.46
212409,8.99
256361,11.35
130595,48.49
133975,12.11
144033,30.83
291713,22.99
29389,35.66
80464,13.58
135341,6.97
133969,22.97
166476,13.87
53086,4.99
83173,1.99
254813,1.74
148142,6.494999999999999
78943,3.11
194250,71.97
8079,10.99
231768,219.0
245689,10.05
225519,24.91
160126,38.69
170507,2.28
20766,72.93
52567,89.97
217424,28.89
63370,12.89
213564,28.97
291873,89.99
37114,3.385
60144,15.45
253357,25.98
133557,3.98
154433,35.66
171879,5.29
28607,8.29
23935,21.09
135261,10.955
137681,23.955
268569,6.99
196804,13.79
232535,5.3
206772,2.285
120336,13.49
210193,7.9
143023,6.99
110136,46.47
264402,2.0
2798,16.99
61284,14.99
130813,37.61
102422,16.895
19778,36.06
298126,14.25
36808,35.19
37078,1.72
121566,15.95
18838,50.19
54207,31.99
83374,4.01
142160,29.36
118752,17.74
284753,1.79
157341,159.39
277441,2.49
88078,105.78
61464,11.99
188723,2.18
65728,49.95
242872,53.87
236184,68.98
276001,19.84
193861,9.04
146576,83.74
84893,43.56
93195,4.675000000000001
73818,14.99
296190,20.98
53226,13.99
261579,11.44
181233,5.390000000000001
275219,12.95
157009,84.05
177954,12.03
135397,8.45
273852,6.075
178930,8.1
27612,31.49
59531,4.99
255173,88.09
43462,3.15
299072,26.025
77776,2.605
220089,49.99
172853,1.37
49044,8.094999999999999
60000,3.665
110185,14.95
199792,2.87
4127,6.99
297803,12.825
133627,19.0
200391,21.36
278298,45.93
239437,2.885
186236,6.56
130206,11.22
204843,40.24
145410,7.29
217727,3.98
213636,8.99
164205,5.1
34144,17.39
295473,132.50500000000002
1389,53.01
20807,28.27
125384,4.29
145143,56.37
94073,11.48
73657,41.97
5714,18.95
112727,11.99
40919,11.76
93105,4.140000000000001
27731,7.24
146482,56.56
44443,46.69
167742,41.83
74787,7.32
98502,16.98
146445,56.01
213108,39.99
284742,6.99
3598,272.16
42168,99.785
55507,9.29
192184,349.95
73434,7.29
142823,35.47
99891,39.55
250856,7.24
2316,20.08
33536,5.24
168630,7.64
22837,5.720000000000001
104788,6.99
284652,6.22
11147,21.44
163293,15.19
24018,4.83
291664,17.44
3407,4.39
286625,39.93
68512,59.99
285595,9.745
21475,34.99
180077,8.39
72093,24.99
265261,39.99
286916,14.14
62025,81.99
140861,6.64
186993,97.57
155923,2.3550000000000004
155421,14.99
152422,23.59
170295,5.395
4461,14.99
198719,1.32
53985,119.99
82916,5.99
268271,33.44
202110,29.2
195969,91.65
14785,9.99
97653,23.475
126352,49.95
151526,10.99
272886,25.155
157756,49.665
247126,9.99
57218,18.88
290860,6.78
123262,11.99
247211,130.64
107874,18.99
127766,56.56
68636,19.895
183580,7.61
113639,5.98
286806,6.98
121214,100.93
285189,3.645
96841,30.535
275887,11.71
270075,6.59
243674,34.155
206136,14.76
27689,5.074999999999999
41521,6.984999999999999
17416,6.460000000000001
180143,26.99
71256,12.4
11474,2.38
22663,29.95
227667,10.49
247253,22.0
224406,2.98
197218,6.17
291005,63.185
239444,1.96
235217,30.37
218460,7.17
14907,12.88
272870,19.99
154623,3.49
5303,86.43
30647,12.95
166886,7.66
131055,6.5
264600,15.32
8709,16.83
264872,15.36
95452,7.27
254754,2.79
126987,18.95
29769,13.05
258359,144.59
269633,27.58
88282,3.585
277570,17.76
296748,4.275
40367,2.39
83235,1.485
122307,22.99
174456,6.385
55096,8.99
107139,17.99
227607,14.99
55629,59.99
290970,6.0
63431,5.965
45266,12.995
106472,2.39
96658,4.45
131793,8.67
25080,1.72
124579,17.99
280402,2.74
192976,18.99
17549,24.99
90242,10.95
145238,56.01
75698,10.49
13401,2.72
129816,4.95
40892,9.335
146646,29.36
247878,23.27
147720,20.08
8615,15.66
10619,14.36
104898,16.98
40567,9.75
178398,9.385
237673,28.5
256513,88.37
179011,26.99
24391,2.44
153457,7.405
274513,12.41
25591,18.99
242004,5.99
141395,7.88
274313,1.57
240780,14.26
235094,30.37
287006,23.99
250902,6.0
129559,13.755
237120,16.27
131923,1.99
115564,19.99
84019,19.880000000000003
1238,18.99
113664,4.98
19205,54.27
260900,80.16499999999999
110708,12.9
271147,19.99
7998,9.5
135506,22.99
55097,8.99
163329,6.890000000000001
18182,19.6
80348,75.98
159825,5.95
113965,95.39
47744,27.4
176793,3.805
175215,46.99
38175,10.29
106110,19.95
40196,4.99
213579,19.99
288717,9.45
264660,4.640000000000001
129833,7.49
15422,49.99
224875,10.98
98932,16.99
119881,24.51
246734,76.49
165390,7.99
17691,13.99
80091,18.99
17031,22.99
121882,49.89
292206,8.38
130083,21.79
293403,28.285
7058,3.99
108561,27.905
205329,64.99
221495,12.0
276127,2.63
41186,4.93
189282,75.99
296956,7.34
111305,7.29
236860,21.24
169980,4.99
94572,18.99
146862,34.99
201954,5.99
33824,50.0
183823,2.69
94226,29.27
284531,3.19
231489,43.0
251114,8.24
209247,3.66
22684,4.525
127057,39.97
298667,30.83
94700,5.19
115464,71.99
195185,40.24
19380,44.85
194768,62.99
291079,5.24
9625,64.905
70684,47.49
108899,13.99
297818,24.99
263310,53.345
212647,69.99
65818,13.585
285470,2.32
175658,1.38
27244,9.5
112698,29.36
264963,16.96
50052,12.94
177275,6.99
20224,33.5
95531,69.63
201017,2.33
233986,54.45
15187,48.81
100301,23.99
256073,29.99
105308,14.99
239007,18.0
94813,3.99
130091,25.06
65851,1.39
294859,173.96
74127,10.99
88659,57.99
13836,26.72
272510,12.485
144897,13.5
77120,4.59
33579,5.8
274428,9.45
234026,26.78
287915,1.64
22443,41.7
130214,98.87
227367,3.39
157189,124.44
111664,57.99
159367,19.99
277517,47.95
183047,19.985
209741,17.85
171426,21.01
192254,4.99
196192,134.87
144761,3.29
94688,23.99
206445,4.29
266031,14.93
1966,86.91
267119,15.02
175811,11.13
125921,21.86
70289,74.99
71616,26.99
40855,3.57
37046,1.98
134233,13.96
153704,1.69
270277,13.0
33973,28.09
126877,4.38
238733,36.99
40824,10.38
122323,185.97
126532,24.99
256659,7.3
280008,5.97
212018,10.0
220784,12.49
153553,16.58
22559,21.48
174777,7.99
208978,47.99
37744,24.185
128469,60.49
196361,40.08
77212,2.05
124571,29.99
123839,25.49
11047,9.99
51191,2.88
254121,12.595
159330,8.36
94333,1.98
119950,47.4
75484,3.99
176090,33.9
246539,12.99
71079,51.895
168516,71.99
67827,28.96
12722,16.43
38745,44.440000000000005
253842,3.1900000000000004
231923,8.92
215227,23.505000000000003
181645,6.359999999999999
13884,95.925
202856,7.99
202961,24.99
252813,88.49
146642,42.74
234844,10.12
112629,65.31
293718,26.5
34211,7.99
234138,2.39
182400,32.24
47796,6.89
100098,8.88
162464,6.99
156667,17.99
32685,4.99
59376,15.95
166173,3.16
298632,37.63
33781,9.79
105140,10.52
58077,29.99
47763,6.99
235418,47.59
92713,11.24
119732,13.99
149421,10.29
114069,2.49
42002,37.15
60603,21.99
126459,5.89
106710,8.99
154597,5.98
85598,11.77
183612,2.83
225369,11.475
71426,12.99
163614,2.2350000000000003
270050,4.63
224431,7.0
186081,2.39
171870,21.5
2328,38.92
121586,6.49
162705,8.67
228873,22.62
4657,3.74
196764,19.99
250334,12.99
91358,25.71
291770,48.99
149742,34.81
23017,26.99
244714,38.0
100391,5.98
110998,34.99
55771,32.89
180714,5.19
193525,8.49
142134,26.09
173692,74.99
40646,14.97
167297,3.69
70982,24.44
82736,36.99
46768,13.07
154383,10.99
172288,12.45
272806,3.34
230427,6.99
16686,9.49
3907,2.5
129633,3.49
166240,8.665
239217,4.93
61551,7.49
12400,32.46
217629,14.99
87968,0.99
30908,9.9
91443,11.98
247060,26.99
239799,22.99
202473,14.99
107426,11.49
147452,34.81
231302,35.24
230256,9.99
277820,6.86
236926,19.88
124033,4.39
121949,8.88
268269,2.37
93788,5.365
161097,51.68
263433,1.99
44478,2.49
252149,1.5
113224,32.305
152288,27.56
90017,19.69
7143,86.965
129681,8.99
190633,2.98
107493,34.49
111280,19.99
256443,6.36
216023,13.99
214998,99.95
176543,9.9
174869,2.18
101476,29.91
209886,14.99
40516,9.58
176593,4.39
232701,26.12
62374,19.99
281174,12.19
223612,64.99
206066,29.99
230877,12.99
189859,7.49
48334,2.14
39892,5.59
239916,29.95
7300,40.375
16929,14.5
197607,19.99
178993,17.94
259161,7.72
264121,73.045
257999,33.98
85700,2.29
195328,51.45
291252,8.435
91898,30.99
275888,4.585
193114,3.16
146174,61.0
282966,72.52
241771,13.489999999999998
27804,8.34
240666,71.99
66447,7.34
112953,16.59
207886,69.98
214439,47.48
142325,128.44
21149,16.99
147762,20.27
172865,4.9
107561,17.35
85672,8.385000000000002
20401,39.95
117609,18.945
291816,99.385
9520,13.35
148362,6.22
230005,22.0
274423,59.99
164672,2.24
207985,11.98
18291,42.14
25172,31.99
255268,7.68
114549,36.59
162148,68.49
246425,32.05
285699,6.49
264252,4.48
128897,0.98
22983,1.97
272774,13.69
63436,6.19
211235,99.0
15610,29.44
160125,10.5
120290,13.99
183659,21.25
267638,3.99
29647,16.25
20770,78.86
134013,13.88
37942,18.575
168227,6.48
38276,5.22
227700,2.29
170676,17.395
29505,28.435
43225,4.385
293240,4.29
59967,19.99
77430,5.99
211984,74.49
107440,40.06
8256,6.49
126537,33.99
208516,244.98
296760,33.51
244223,69.29
37424,37.99
210014,35.0
225000,11.99
214848,18.3
226526,11.0
282812,3.755
213692,36.95
42611,4.29
106872,12.72
288780,7.99
120683,59.99
217982,15.87
84401,61.95
219097,2.98
34102,39.18
81932,4.0
32168,15.57
2429,34.5
162118,2.185
205809,3.18
177848,47.99
49627,11.555
229616,82.99
271825,38.015
124183,33.99
231143,57.49
125666,31.99
297806,49.24
203308,14.99
30320,29.95
44951,7.49
188449,19.99
107267,71.575
16775,2.73
208321,8.48
224167,1.49
111357,21.06
121971,6.49
214674,2.0
80398,5.23
71854,26.18
130276,35.9
91292,24.29
227766,8.92
88649,11.989999999999998
207942,46.95
148562,56.56
156466,8.77
289787,22.975
216153,44.64
182450,27.99
211549,4.710000000000001
160951,4.62
111981,28.95
163931,2.98
88514,31.82
174902,18.99
94710,53.99
41175,5.755
213857,5.99
91062,34.89
179153,5.84
37955,8.145
13614,27.99
186543,3.99
38144,14.48
261876,12.15
261620,11.71
9758,25.92
108121,5.98
210853,6.485
1738,83.74
291819,107.49
122777,11.565
263026,42.08
214983,20.99
62757,12.96
246291,11.99
31676,17.63
72646,39.485
226563,18.99
18912,34.14
67515,12.15
291157,44.49
296437,1.36
94324,8.405000000000001
151376,29.8
139664,130.64
15396,39.99
201700,39.99
102022,29.96
38837,6.69
98150,1.67
265952,3.59
256261,11.63
167893,28.99
10717,2.28
22987,26.88
294803,5.59
284420,2.87
9411,2.485
290759,6.365
242229,21.45
139610,3.49
30933,84.99
164870,24.09
191311,19.99
27042,5.29
70192,13.49
288634,5.44
293666,10.785
52108,27.99
25150,14.95
224117,18.94
218198,5.765000000000001
48979,0.99
61203,0.93
152136,20.66
115884,71.255
205265,59.95
121338,10.99
1089,101.68
178960,5.165
158793,1.89
131415,6.640000000000001
74048,14.5
242437,17.51
151572,31.6
124483,39.99
77142,4.06
221277,53.7
2154,24.42
157802,14.99
178935,14.99
143614,16.77
181470,4.335
188342,1.34
193152,14.74
85486,97.57
93586,5.09
5862,32.27
1962,72.8
285573,7.36
159105,19.495
12393,30.11
120607,9.99
37730,7.99
275051,18.98
225038,9.88
188844,6.99
280730,13.765
42404,17.79
185062,13.0
182338,12.99
218226,9.98
62459,26.98
63739,0.7
130907,45.99
118896,0.88
2448,18.47
247057,9.15
281904,1.99
218864,9.97
201709,6.99
199452,21.5
243090,5.23
184004,57.74
2617,38.54
283695,2.24
178712,26.34
50297,16.735
236708,37.69
82034,18.88
45398,69.375
243958,19.99
212834,11.99
292009,39.95
46976,4.99
77163,4.49
105821,16.99
184069,64.99
206071,1.79
98367,12.99
220029,19.9
296406,5.325
276565,1.99
10627,22.93
160763,159.98
227938,28.47
32379,39.99
174353,5.49
277857,10.43
133967,35.69
11026,30.99
97946,31.8
115954,46.98
49370,50.58
224567,8.39
78814,3.5
102313,40.87
218516,4.49
207339,4.88
33394,49.91
82093,3.605
172759,3.37
261248,5.33
37986,10.685
128458,16.99
220297,14.99
9718,24.99
241329,27.0
222081,18.99
73824,26.09
269884,18.5
34167,10.99
4231,18.95
282289,4.98
219525,5.805
259738,18.74
32764,30.99
183111,13.1
98773,36.49
53028,5.99
47403,4.98
45434,8.87
90928,13.49
20135,50.19
267109,20.86
215508,9.99
193631,23.0
233529,4.3
64253,31.99
107690,4.99
244258,17.07
282458,0.63
66041,22.49
102593,15.29
254787,5.49
170383,4.99
